"MENU NAME","OPTION NUMBER","TYPE M/C/P","OPTION DESCRIPTION ENGLISH","OPTION DESCRIPTION FRENCH","OPTION DESCRIPTION SPANISH","COMMAND TO PROCESS OPTION","EFFECTIVE DATE OF OPTION","Hidden Needs Special Auth","Update Option =U","Usage Type R/I/M"
"DSJOBM321",3,"C","Save Reporting Groups","Enregistrer groupes déclar.","Salvar Grupos de Reporteo","CALL PGM(UT1009) PARM('P' '          ' 'Y' '      ' 'Y')","2007-08-25","N","Y",""
"DSJOBM321",4,"C","Maintain National Accounts Contracts","Mettre à jour contrats comptes nationaux","Mtto de Contratos de Cuentas Nacionales","CALL NA0080 'M'","2006-01-28","N","Y",""
"DSJOBM321",6,"C","A/R/D Selected Items for Group Id","Articles C/C/D sélectionnées pour ID groupe","Selección de Items A/R/D para Id de Grupo","CALL BNA900","2005-02-12","N","Y",""
"DSJOBM321",8,"P","Maintain National Account Pricing","Mettre à jour prix des comptes nationaux","Mtto de Precios de Cuentas Nacionales","CALL NA0102MU","2005-02-12","N","Y",""
"DSJOBM321",9,"C","Maintain Customer Item Negotiated Cost","Mettre à jour coût négo article client","Mtto de Costos Negociados del Cliente","CALL NA0050MU","2013-09-28","N","Y",""
"DSJOBM321",10,"C","District Manager Maintenance","Mise à jour gestionnaires district","Mtto de Gerente de Distrito","CALL NA0060","2005-02-12","N","Y",""
"DSJOBM321",11,"C","Customer Division Maintenance","Mise à jour division client","Mtto de la División de los Clientes","CALL NA0061","2005-02-12","N","Y",""
"DSJOBM321",12,"C","Maintain Customer Departments","Mettre à jour rayons client","Mtto de los Departamentos de los Clientes","CALL NA0070","2005-02-12","N","Y",""
"DSJOBM321",13,"C","Qualified Sales Adjustments","Redressement ventes qualifiées","Ajustes de Ventas Calificados","CALL DS0113","2006-02-11","N","N",""
"DSJOBM321",14,"C","National Accounts Contracts Inquiry","Requête sur les contrats comptes nationaux","Consulta de Contratos de Cuentas Nacionales","CALL NA0080 'I'","2006-01-28","N","N",""
"DSJOBM321",15,"C","Qualified Sales Customer/Item Exceptions","Exceptions clients/articles ventes qualifiées","Excepciones de Clientes/Items de Ventas Calificadas","CALL BN0832 'M'","2007-02-10","N","N",""
"DSJOBM321",16,"C","National Accounts Group Security Maintenance","Mise à jour sécurité groupe des comptes nationaux","Mtto de Seguridad Grupal de Cuentas Nacionales","CALL BNAGR03 PARM('M' 'N' '      ')","2007-07-02","N","Y",""
"DSJOBM321",17,"C","National Accounts Group Security Inquiry","Requête sur la sécurité groupe des comptes nationaux","Consulta de Seguridad Grupal de Cuentas Nacionales","CALL BNAGR03 PARM('I' 'N' '      ')","2007-07-02","N","N",""
"DSJOBM321",20,"C","Maintain Customer Item Future Negotiated Cost","Mettre à jour coûts négociés futurs client","Mtto de Costos Futuros Negociados del Cliente","CALL NA0050MU1","2013-09-28","N","Y",""
"DSJOBM321",21,"P","Purge National Account Expired Pricing","Purger prix expirés comptes nationaux","Purge National Account Expired Pricing","CALL NAB201MU","2008-09-20","N","Y",""
"DSJOBM321",22,"C","National Accounts Customer Cross Reference Inquiry","Requête sur les renvois entre comptes nationaux client","Pregunta de Remisión de Cliente de Cuentas Nacional","Call pgm(NA0006) Parm('I' 'N' ' ')","2013-09-28","N","N",""
"DSJOBM321",23,"C","National Group Specific Information Maintenance","Mise à jour infos propres au groupe national","Mantenimiento de Informacion Especifica de Grupo Nacional","CALL NACORSI PARM('M')","2015-10-23","N","Y",""
"DSJOBM321",24,"C","National Group Specific Information Inquiry","Requête sur les infos propres au groupe national","Consulta de Informacion Especifica de Grupo Nacional","CALL NACORSI PARM('I')","2015-10-23","N","N",""
"DSJOBM321",25,"C","National Group Department Maintenance","Mise à jour rayons groupe national","Mantenimiento de Departamentos en Grupos Nacionales","CALL NACORDPT PARM('M')","2015-10-23","N","Y",""
"DSJOBM321",26,"C","National Group Department Inquiry","Requête sur les rayons groupe national","Consulta de Departamentos en Grupos Nacionales","CALL NACORDPT PARM('I')","2015-10-23","N","N",""
"DSJOBM321",27,"C","National Accounts Price Exception Maintenance","Mise à jour exceptions comptes nationaux","National Accounts Price Exception Maintenance","CALL PGM(BNAGR06CL) PARM('M' 'N' '         ' 'N')","2015-11-03","N","Y",""
"DSJOBM321",28,"C","National Accounts Price Exception Inquiry","Requête sur les exceptions comptes nationaux","National Accounts Price Exception Inquiry","CALL PGM(BNAGR06CL) PARM('I' 'N' '         ' 'N')","2015-11-03","N","Y",""
"DSJOBM321",29,"C","National Accounts Trade Discount Maintenance","Mise à jour remises commerciales comptes nationaux","National Accounts Trade Discount Maintenance","CALL PGM(TDTNA01) PARM('M')","2015-11-05","N","Y",""
"DSJOBM321",30,"C","National Accounts Trade Discount Inquiry","Requête sur les remises commerciales comptes nationaux","National Accounts Trade Discount Inquiry","CALL PGM(TDTNA01) PARM('I')","2015-11-05","N","Y",""
"DSJOBM321",31,"C","National Group Item Maintenance","Mise à jour articles groupes nationaux","Mantenimiento de las Partes en Grupos Nacionales","CALL NAPARTS PARM('M')","2015-10-23","N","Y",""
"DSJOBM321",32,"C","National Group Item Inquiry","Requête sur les articles groupes nationaux","Consulta de las Partes en Grupos Nacionales","CALL NAPARTS PARM('I')","2015-10-23","N","N",""
"DSJOBM321",38,"P","National Accounts Rebates Maintenance","National Accounts Rebates Maintenance","National Accounts Rebates Maintenance","CALL NA0120MU","2017-04-21","N","N","M"
"DSJOBM321",39,"P","National Accounts Rebates Inquiry","National Accounts Rebates Inquiry","National Accounts Rebates Inquiry","CALL NA0120MU1","2017-04-21","N","N","I"
"DSJOBM321",40,"C","Walmart Pulse POA Correction and Resend","Walmart Pulse POA Correction and Resend","Walmart Pulse POA Correction and Resend","CALL PGM(WAL105CL)","2017-06-02","N","Y",""
"DSJOBM321",41,"C","Walmart Pulse ASN Correction and Resend","Walmart Pulse ASN Correction and Resend","Walmart Pulse ASN Correction and Resend","CALL PGM(WAL106CL)","2017-06-02","N","Y",""
"DSJOBM321",42,"P","NA Customer Item Freight Charges Maintenance","Frais de fret pour le poste client NA","Mantenimiento de cargos de flete de artículos de cliente de NA","CALL NA0042MU","2020-01-31","N","Y",""
"DSJOBM321",43,"C","WB Mason Sort Maintenance","WB Mason Sort Maintenance","WB Mason Sort Maintenance","CALL PGM(WBM002) PARM('M' 'N')","2020-03-06","N","U","M"
"DSJOBM321",44,"C","National Accounts Fuel Surcharge Maintenance","National Accounts Fuel Surcharge Maintenance","National Accounts Fuel Surcharge Maintenance","CALL PGM(DFS001) PARM('M' 'N')","2020-02-27","N","U","M"
"DSJOBM321",45,"C","National Accounts Fuel Surcharge Inquiry","National Accounts Fuel Surcharge Inquiry","National Accounts Fuel Surcharge Inquiry","CALL PGM(DFS001) PARM('I' 'N')","2020-02-27","N","N","I"
"DSJOBM321",46,"C","WB Mason Sort Inquiry","WB Mason Sort Inquiry","WB Mason Sort Inquiry","CALL PGM(WBM002) PARM('I' 'N')","2020-03-06","N","N","I"
"DSJOBM321",49,"P","NA Group B/O Move","NA Group B/O Move","NA Group B/O Move","CALL PGM(ITR400MU)","2023-03-17","N","Y",""
"DSJOBM321",50,"C","NA Batch Orders Location Review","NA Batch Orders Location Review","NA Batch Orders Location Review","CALL EIR500MU","2024-06-06","N","N","M"
"DSJOBM321",999,"M","General Utilities Menu","Menu utilitaires généraux","Menu de Utilerías Generales","GUMENU01","2006-09-23","*","N",""
"DSJOBM322",1,"P","Import Regional A/R To Corporate System","Importer C/C régionaux dans le sys d'entreprise","Importar CxC Regionales de Sistema Corporativo","CALL BNA1251MU","2005-02-12","N","Y",""
"DSJOBM322",2,"P","Transfer Cash Batches To Regions","Transférer espèces en lots aux régions","Transferir Lotes de Efectivo a Regiones","CALL BNA1271MU","2005-02-12","N","Y",""
"DSJOBM322",3,"P","Transfer Adjustment Batches To Regions","Transférer lots d'ajustement aux régions","Transferir Lotes de Ajustes a Regiones","CALL BNA1272MU","2005-02-12","N","Y",""
"DSJOBM322",20,"C","NA Customer Xref Maintenance","Mise à jour renvois clients CN","Mtto de Ref Cruzada de Cliente de Cuentas Nacionales","CALL PGM(NA0006) PARM('M' 'A' ' ')","2007-04-21","N","Y",""
"DSJOBM322",21,"C","Maintain NA Cust G/L Cash Default","Mettre à jour défaut espèces G/L client CN","Mtto de Efectivo por Defecto de Cte de LM a CN","CALL AR0070","2005-02-12","N","Y",""
"DSJOBM322",999,"M","General Utilities Menu","Menu utilitaires généraux","Menu de Utilerías Generales","GUMENU01","2006-09-23","*","N",""
"DSJOBM323",2,"P","Print A/R Sales Distribution By Company","Imprimer répartition ventes C/C selon la cie","Imprimir la distribución de Ventas de CxC por Compañía","CALL BNA134MU","2005-02-12","N","N",""
"DSJOBM323",999,"M","General Utilities Menu","Menu utilitaires généraux","Menu de Utilerías Generales","GUMENU01","2006-09-23","*","N",""
"DSJOBM328",1,"C","Target Item Master File Maintenance","Mise à jour fichiers maîtres des articles cibles","Target Item Master File Maintenance","CALL TRG001 PARM('M')","2011-06-13","Y","Y",""
"DSJOBM328",2,"C","Target Item Master File Inquiry","Requête sur les fichiers maîtres des articles cibles","Target Item Master File Inquiry","CALL TRG001 PARM('I')","2011-06-13","Y","N",""
"DSJOBM328",3,"C","Target Audit File Inquiry","Requête sur les fichiers cibles vérif","Target Audit File Inquiry","CALL TRG002CL","2011-06-13","N","N",""
"DSJOBM328",4,"P","Target Fill Rate Report","Rapport taux de couverture cible","Target Fill Rate Report","CALL TRG010MU","2011-06-25","N","Y",""
"DSJOBM328",5,"C","Target Period Ending Dates Maintenance","Mise à jour dates de fin période cible","Target Period Ending Dates Maintenance","CALL NA0007 PARM('M' 'TARGET')","2011-06-25","N","Y",""
"DSJOBM328",6,"C","Target Period Ending Dates Inquiry","Requête sur les dates de fin période cible","Target Period Ending Dates Inquiry","CALL NA0007 PARM('I' 'TARGET')","2011-06-25","N","N",""
"DSJOBM328",7,"C","Target HouseKeeping Item Pricing Maintenance","Mise à jour prix cibles articles ménagers","Target HouseKeeping Item Pricing Maintenance","CALL TRG003 PARM('M' 'BNL ')","2011-08-12","N","Y",""
"DSJOBM328",8,"C","Target HouseKeeping Item Pricing Inquiry","Requête sur les prix cibles articles ménagers","Target HouseKeeping Item Pricing Inquiry","CALL TRG003 PARM('I' 'BNL ')","2011-08-12","N","N",""
"DSJOBM328",10,"C","Target Supplier Setup Maintenance","Mise à jour config dossier fournisseur cible","Target Supplier Setup Maintenance","CALL DS0920 PARM('M')","2011-06-25","N","Y",""
"DSJOBM328",11,"C","Target Supplier Setup Inquiry","Requête sur la config dossier fournisseur cible","Target Supplier Setup Inquiry","CALL DS0920 PARM('I')","2011-06-25","N","N",""
"DSJOBM328",12,"C","Target Fuel Surcharge Maintenance","Mise à jour supplément de carburant cible","Target Fuel Surcharge Maintenance","CALL BNA300 PARM('M')","2011-06-27","N","Y",""
"DSJOBM328",13,"C","Target Fuel Surcharge Inquiry","Requête sur le supplément de carburant cible","Target Fuel Surcharge Inquiry","CALL BNA300 PARM('I')","2011-06-27","N","N",""
"DSJOBM328",14,"C","Target Weekly Freight Report","Rapport hebdomadaire frais de transport cibles","Target Weekly Freight Report","CALL PGM(TRGR13AMU)","2014-07-11","N","N",""
"DSJOBM328",20,"C","Target Pallet Create and JSON Send for CEVA","Target Pallet Create and JSON Send for CEVA","Target Pallet Create and JSON Send for CEVA","CALL JSN010 PARM('CEVA')","2024-05-30","N","N","M"
"DSJOBM328",21,"C","ASN/JSON Response Inquiry","ASN/JSON Response Inquiry","ASN/JSON Response Inquiry","CALL JSN015","2024-01-30","N","N","I"
"DSJOBM328",22,"C","Target Pallet Create and JSON Send for TARGET","Target Pallet Create and JSON Send for TARGET","Target Pallet Create and JSON Send for TARGET","CALL JSN010 PARM('TARGET')","2024-05-30","N","N","M"
"DSJOBM328",999,"M","General Utilities Menu","Menu utilitaires généraux","Menu de Utilerías Generales","GUMENU01","2006-09-23","*","N",""
"DSJOBM329",35,"C","Group Customer Price Group Maintenance","Mise à jour prix groupe clients","Group Customer Price Group Maintenance","CALL NA0010 PARM('M')","2010-01-23","N","Y",""
"DSJOBM329",36,"C","Group Customer Price Group Inquiry","Requête sur le prix groupe clients","Group Customer Price Group Inquiry","CALL NA0010 PARM('I')","2010-01-23","N","N",""
"DSJOBM329",999,"M","General Utilities Menu","Menu utilitaires généraux","Menu de Utilerías Generales","GUMENU01","2006-09-23","*","N",""
"DSJOBM33",999,"M","General Utilities Menu","Menu utilitaires généraux","Menu de Utilerías Generales","GUMENU01","2006-09-23","*","N",""
"DSJOBM34",1,"P","Gentran Main Menu","Menu principal Gentran","Menu Principal de Gentran","CALL GENMAINMU","2005-02-12","N","Y",""
"DSJOBM34",2,"P","Customer/Ship To X-ref Maintenance","Mise à jour renvois client/adr expé","Mtto de Referencia de Cliente/Despacho","CALL AR0024MU","2005-02-12","N","Y",""
"DSJOBM34",3,"C","Trading Partner Options","Options partenaires commerciaux","Opciones de Transferencia de Socios","CALL EDTPD1MU PARM('M')","2005-02-12","N","Y",""
"DSJOBM34",4,"P","Trade Vendor Cross Reference","Renvois entre fournisseurs externes","Trade Vendor Cross Reference","CALL PO0032MU","2010-07-10","N","Y",""
"DSJOBM34",5,"C","Expense Vendor Cross Reference Inquiry","Requête sur les renvois entre dépenses fournisseur","Expense Vendor Cross Reference Inquiry","CALL BCV027 PARM(' ' '   ' '      ' ' ' 'I')","2010-07-10","N","N",""
"DSJOBM34",6,"C","Trading Partner Options Inquiry","Enquête sur les options des partenaires commerciaux","Consulta sobre opciones de socios comerciales","CALL EDTPD1MU PARM('I')","2024-02-15","N","N",""
"DSJOBM34",7,"P","Purchase Order Error Correction","Correction erreur commande d'achat","Corrección de Errores en Orden de Compra","CALL EDEPO1CLMU","2005-02-12","N","Y",""
"DSJOBM34",10,"C","Reprocess Erred Item Split Purchase Orders","Retraiter commandes d'achat fractionnées erronées","Reprocesar Ordenes de Compra con error en Items Divididos","CALL EIS001MU PARM('DSJOBM34' '010')","2006-01-28","N","Y",""
"DSJOBM34",13,"C","EDI Proprietary Customer Options","Options exclusives EDI pour clients","Opciones Propietarias de Clientes EDI","CALL EDIPCO","2005-06-11","N","Y",""
"DSJOBM34",14,"C","Reset EDI Invoices for Processing - Daily Customers Only","Réinitialiser factures EDI pour traitement - clients journaliers slmt","Reset EDI Invoices for Processing - Daily Customers Only","CALL PGM(RSTINV01)","2011-01-29","N","N",""
"DSJOBM34",18,"C","EDI/POA Recreation from Open/Closed Files","EDI/POA Recreation from Open/Closed Files","EDI/POA Recreation from Open/Closed Files","CALL PGM(REPOA01)","2020-04-17","N","U","M"
"DSJOBM34",19,"C","EDI/ASN Recreation from the Closed Files","Reconstituer EDI/APE à partir de fichiers fermés","Recreación de EDI/ASN sobre archivos cerrados","CALL REASN01","2006-02-11","N","Y",""
"DSJOBM34",20,"C","Recreate EDI Invoices By Day","Recréer factures EDI selon le jour","Recrear Facturas EDI por Día","CALL REINV01MU PARM('DSJOBM34' '020')","2006-02-25","N","Y",""
"DSJOBM34",21,"C","Recreate EDI Invoices By Invoice Number","Recréer factures EDI selon numéro facture","Recrear Facturas EDI por Numero de Factura","CALL REINV05MU PARM('DSJOBM34' '021')","2006-02-25","N","Y",""
"DSJOBM34",22,"C","Reprint Vendor Electronic Invoice","Réimprimer facture électronique fournisseur","Reimprimir Factura Electrónica del Proveedor","CALL EDIVIN15","2007-08-11","N","Y",""
"DSJOBM34",23,"P","Reset EDI Consignment PO for Corporate","Réinitialiser CA de consignation EDI pour entreprise","Reset EDI Consignment PO for Corporate","CALL EDIBP03MU1","2008-11-22","N","Y",""
"DSJOBM34",24,"P","Reset EDI Consignment PO for a Branch","Réinitialiser CA de consignation EDI pour une succursale","Reset EDI Consignment PO for a Branch","CALL EDIBP03MU2","2008-11-22","N","Y",""
"DSJOBM34",25,"P","Distribute EDI Consignment PO's to Branches","Distribuer CA de consignation EDI dans les succursales","Distribute EDI Consignment PO's to Branches","CALL EDIBP06MU1","2008-11-22","N","Y",""
"DSJOBM34",26,"P","Build Branch EDI Consignment Purchase Orders","Créer CA de consignation EDI pour les succursales","Build Branch EDI Consignment Purchase Orders","CALL EDIBP06MU2","2008-11-22","N","Y",""
"DSJOBM34",27,"P","Reset EDI 852 Documents for Corporate","Réinitialiser documents EDI 852 pour entreprise","Reset EDI 852 Documents for Corporate","CALL EDIPDM20M1","2009-01-10","N","Y",""
"DSJOBM34",28,"P","Reset EDI 852 Documents for a Branch","Réinitialiser documents EDI 852 pour une succursale","Reset EDI 852 Documents for a Branch","CALL EDIPDM20M2","2009-01-10","N","Y",""
"DSJOBM34",29,"P","Distribute EDI 852 Documents to Branches","Distribuer documents EDI 852 dans les succursales","Distribute EDI 852 Documents to Branches","CALL EDIPDM21M1","2009-01-10","N","Y",""
"DSJOBM34",30,"P","Build Branch EDI 852 Documents","Créer documents EDI 852 pour succursales","Build Branch EDI 852 Documents","CALL EDIPDM21M2","2009-01-10","N","Y",""
"DSJOBM34",31,"P","Remove Consignment PO from EDI files","Supprimer CA de consignation des fichiers EDI","Remove Consignment PO from EDI files","CALL EDIBP08","2009-01-31","N","Y",""
"DSJOBM34",32,"P","Recreate EDI 210 from Closed Debit Memo","Recréer EDI 210 à partir de note de débit fermée","Recreate EDI 210 from Closed Debit Memo","CALL EIM100","2011-08-26","N","N",""
"DSJOBM34",33,"C","EDI/870 Recreation from the Closed Files","EDI/870 Recreation from the Closed Files","EDI/870 Recreation from the Closed Files","CALL ERS100","2023-12-15","N","N",""
"DSJOBM34",34,"C","ASN/JSON Response Inquiry","ASN/JSON Response Inquiry","ASN/JSON Response Inquiry","CALL JSN015","2024-01-30","N","N","I"
"DSJOBM34",35,"P","ASN Exception Report","Rapport d'exception ASN","Informe de excepción de ASN","CALL PGM(EISH005)","2024-04-25","N","Y",""
"DSJOBM34",40,"C","Drop Ship Pass Thru Item Split Designation Maintenance","Drop Ship Pass Thru Item Split Designation Maintenance","Drop Ship Pass Thru Item Split Designation Maintenance","CALL EVA210","2018-08-01","N","Y","M"
"DSJOBM34",50,"P","Build And Print Vendor Rebate Work File","Créer et imprimer fichier de travail ristournes aux fournisseurs","Build And Print Vendor Rebate Work File","CALL OE0031MU","2016-03-17","N","Y",""
"DSJOBM34",999,"M","General Utilities Menu","Menu utilitaires généraux","Menu de Utilerías Generales","GUMENU01","2006-09-23","*","N",""
"DSJOBM35",1,"P","Work with Mailboxes","Travailler avec Mailboxes","Trabajar con Buzones","CALL WRKZMMBXMU","2005-02-12","N","Y",""
"DSJOBM35",2,"P","Work with Mailbox Definitions","Travailler avec définitions Mailbox","Trabajar con Definiciones de Buzones","CALL ZM350RMU","2005-02-12","N","Y",""
"DSJOBM35",3,"P","Work with DSEDI Mailbox","Travailler avec DSEDI Mailbox","Trabajar con Buzones DSEDSI","CALL EDIMB01CMU","2005-02-12","N","Y",""
"DSJOBM35",6,"P","Work with Locations","Travailler avec emplacements","Trabajar con Locaciones","CALL WRKZMLOCMU","2005-02-12","N","Y",""
"DSJOBM35",7,"P","Work with Remote Access Point","Travailler avec Remote Access Point","Trabajar con Puntos de Acceso Remoto","CALL WRKRAPADMU","2005-02-12","N","Y",""
"DSJOBM35",8,"P","Work with IP Addresses","Travailler avec adresses IP","Trabajar con Direcciones IP","CALL WRKIPADRMU","2005-02-12","N","Y",""
"DSJOBM35",9,"P","Work with SMTP Addresses","Travailler avec adresses SMTP","Trabajar son Direcciones SMTP","CALL WRKSMTPAMU","2005-02-12","N","Y",""
"DSJOBM35",10,"P","Work with Address X-ref Tables","Travailler avec tables de renvois adresse","Trabajar con Tablas de Referencia de Direcciones","CALL ZM080RMU","2005-02-12","N","Y",""
"DSJOBM35",11,"P","Work with ZMOD Addresses","Travailler avec adresses ZMOD","Trabajar con Direcciones ZMOD","CALL ZWRKZMADMU","2005-02-12","N","Y",""
"DSJOBM35",12,"P","Broadcast Message","Diffuser message","Transmitir Mensaje","CALL WRKZMBCSMU","2005-02-12","N","Y",""
"DSJOBM35",13,"P","Send Email Message","Envoyer un courriel","Enviar un Correo Electrónico","CALL ZCRTMSGEMU","2005-02-12","N","Y",""
"DSJOBM35",14,"M","Check Web Services Menu","Vérifier menu services Web","Menu de revisión de Servicios Web","WSMENU","2005-02-12","N","Y",""
"DSJOBM35",15,"P","Work with Terminal Session","Travailler avec session de terminal","Trabajar con Sesiones de Terminal","CALL STRTRMSEMU","2005-02-12","N","Y",""
"DSJOBM35",16,"P","Work with TCP/IP Session","Travailler avec session TCP/IP","Trabajar con Sesiones TCP/IP","CALL STRZTCPCMU","2005-02-12","N","Y",""
"DSJOBM35",17,"P","Work with Communication Resource","Travailler avec Communication Resource","Trabajar con Recursos de Comunicación","CALL WRKZMCMNMU","2005-02-12","N","Y",""
"DSJOBM35",18,"P","Send Dbf/Email Attachment","Envoyer Dbf/fichier joint","Enviar Correo/DBF Anexo","CALL ZSNDDBFAMU","2005-02-12","N","Y",""
"DSJOBM35",19,"P","Reset Mailbox Index","Réinitialiser index boîtes aux lettres","Reiniciar el Índice del Buzón","CALL UPDMBXIDMU","2005-02-12","N","Y",""
"DSJOBM35",20,"P","Work with In Bound Email","Travailler avec courriels entrants","Trabajar con correo de Llegada","CALL ZWRKINMAMU","2005-02-12","N","Y",""
"DSJOBM35",21,"P","Work with Out Bound Email","Travailler avec courriels sortants","Trabajar con Correo de Salida","CALL ZWRKOTMAMU","2005-02-12","N","Y",""
"DSJOBM35",22,"P","Work with POP Mailbox","Travailler avec boîte aux lettres POP","Trabajar con buzones POP","CALL WRKPOPMBMU","2005-02-12","N","Y",""
"DSJOBM35",24,"P","Work with Mail Server Definitions","Travailler avec définitions serveur de courriel","Trabajar con Definiciones del Servidor de Correo","CALL WRKSMTPSMU","2005-02-12","N","Y",""
"DSJOBM35",26,"P","XML Menu","Menu XML","Menu XML","CALL ZXMLMU","2005-02-12","N","Y",""
"DSJOBM35",29,"P","EDI Traffic Bill","Facture trafic EDI","Recibo de trafico EDI","CALL EDIBILMU","2005-02-12","N","Y",""
"DSJOBM35",30,"P","Work with ZMOD Log","Travailler avec ZMOD Log","Trabajar con Registro ZMOD","CALL WRKZMLOGMU","2005-02-12","N","Y",""
"DSJOBM35",31,"P","Work with Session Log","Travailler avec Session Log","Trabajar con registro de Sesión","CALL WRKSSNLOMU","2005-02-12","N","Y",""
"DSJOBM35",33,"P","Work with WEB01 ZMOD Log","Travailler avec WEB01 ZMOD Log","Trabajar con registro WEB01 ZMOD","CALL WRKZMLOAMU","2005-02-12","N","Y",""
"DSJOBM35",34,"P","Work with WEB01 Session Log","Travailler avec WEB01 Session Log","Trabajar con registro de Sesión WEB01","CALL WRKSSNLAMU","2005-02-12","N","Y",""
"DSJOBM35",35,"P","Work with Certificates","Travailler avec certificats","Trabajar con certificados","CALL WRKZMCERMU","2005-02-12","N","Y",""
"DSJOBM35",36,"P","Work with Personal Keys","Travailler avec clés personnelles","Trabajar con Teclas Personales","CALL WRKZMKEYMU","2005-02-12","N","Y",""
"DSJOBM35",37,"P","Load Certificates","Charger certificats","Cargar Certificados","CALL ZLODDCERMU","2005-02-12","N","Y",""
"DSJOBM35",38,"P","Import PKCS Keys","Importer clés système à clés publiques","Importar Teclas PKCS","CALL ZIMPKEYSMU","2005-02-12","N","Y",""
"DSJOBM35",39,"P","Create Certificate","Créer certificat","Crear Certificado","CALL ZCRTCERTMU","2005-02-12","N","Y",""
"DSJOBM35",40,"P","Work with Security Profile","Travailler avec profil de sécurité","Trabajar con Perfil de Seguridad","CALL ZWRKSECPMU","2005-02-12","N","Y",""
"DSJOBM35",41,"P","Add Database File to TB Mailbox","Ajouter fichier base de données à TB Mailbox","Agregar Archivo de datos  Buzón TB","CALL DBF2MBXMU","2007-03-24","N","Y",""
"DSJOBM35",42,"P","Resend Weekly SDS Sheet to AIC","Renvoyer la FDS hebdomadaire pour AIC","Reenviar Especificaciones SDS semanales a AIC","CALL MSDS02MU","2009-05-02","N","Y",""
"DSJOBM35",999,"M","General Utilities Menu","Menu utilitaires généraux","Menu de Utilerías Generales","GUMENU01","2006-09-23","*","N",""
"DSJOBM38",1,"M","Cross Regional Maintenance Menu","Menu mise à jour interrégional","Menu de Mtto Intra Regional","DSJOBM381","2005-02-12","N","N",""
"DSJOBM38",60,"M","Cross Regional Report Menu","Menu rapports interrégionaux","Menu de Reportes Intra Regional","DSJOBM38R","2005-02-12","N","N",""
"DSJOBM38",999,"M","General Utilities Menu","Menu utilitaires généraux","Menu de Utilerías Generales","GUMENU01","2006-09-23","*","N",""
"DSJOBM38R",1,"P","America West Consolidated Invoice Spreadsheet","Feuille de calcul factures America West Consolidated","Hoja de Calculo con Factura Consolidada de America West","CALL XL0104MU","2007-01-27","N","N",""
"DSJOBM38R",7,"P","Pr Item Analysis by Item#","Analyse articles PR selon # article","Análisis de Pr Item por Numero","CALL BN0540MU","2004-10-09","N","N",""
"DSJOBM38R",8,"P","Pr Item Analysis by Ship To","Analyse articles PR selon adresse de livraison","Análisis de Pr Item por Despacho","CALL BN0550MU","2004-10-09","N","N",""
"DSJOBM38R",9,"P","Price Comparison Report","Rapport de comparaison de prix","Reporte de Comparación de Precios","CALL PC0231MU","2004-10-09","N","N",""
"DSJOBM38R",19,"P","Group AR Aging","Ventilation chronologique du groupe CC","Antigüedad Grupal de CxC","CALL NAAGEMU","2004-08-28","N","N",""
"DSJOBM38R",22,"P","Build Purchase Orders (DSPOSTM)","Créer commandes d'achat (DSPOTM)","Crear Ordenes de Compra (DSPOSTM)","CALL BN0500MU","2004-10-09","N","Y",""
"DSJOBM38R",24,"P","Group Service Level Report","Rapport niveau de service groupe","Reporte de Nivel de Servicio Grupal","CALL BN0700MU","2004-10-09","N","N",""
"DSJOBM38R",25,"P","Home Depot Invoice Summary","Sommaire de factures Home Depot","Facturas Sumarizadas de Home Depot","CALL NA0200MU","2004-10-09","N","N",""
"DSJOBM38R",27,"P","Average Order Size","Taille moyenne des commandes","Tamaño de Ordenes Promedio","CALL BN0790MU","2004-10-09","N","N",""
"DSJOBM38R",28,"P","Customer Price List by Item#","Liste de prix clients selon # article","Listado de Precios del Cliente por no de Item","CALL PC0233MU","2004-10-09","N","N",""
"DSJOBM38R",29,"P","Non-EDI Report","Rapport non EDI","Reporte de No-EDI","CALL BN0800MU","2004-08-14","N","N",""
"DSJOBM38R",30,"P","McLane CVP Sales Report","Rapport de ventes McLane CVP","Reporte de Ventas CVP McLane","CALL BN0820MU","2005-08-20","N","N",""
"DSJOBM38R",31,"P","Qualified Sales Spreadsheet","Feuille de calcul ventes qualifiées","Hoja de Calculo de Ventas Calificadas","CALL BN0830MU","2006-12-02","N","N",""
"DSJOBM38R",32,"P","Office Depot Inventory Spreadsheet","Feuille de calcul inventaire Office Depot","Hoja de Calculo de Inventario de Office Depot","CALL BN0870MU","2006-12-02","N","N",""
"DSJOBM38R",33,"P","Open Orders Spreadsheet","Feuille de calcul commandes permanentes","Hoja de Calculo de Ordenes Abiertas","CALL BN0880MU","2007-07-14","N","N",""
"DSJOBM38R",50,"P","Print/Email A/R Payment Activity Report","Imprimer/courrieller rapport d'activité paiement C/C","Imprimir Reporte de Actividad de pagos por email de CxC","CALL AR0091MU","2005-01-15","N","N",""
"DSJOBM38R",999,"M","General Utilities Menu","Menu utilitaires généraux","Menu de Utilerías Generales","GUMENU01","2006-09-23","*","N",""
"DSJOBM381",1,"C","Maintain Group Header","Mettre à jour en-tête de groupe","Mantener Encabezado de Grupo","CALL BNAGR02","2005-02-12","N","Y",""
"DSJOBM381",2,"C","Maintain Cross Regional Cross Reference","Mettre à jour renvois interrégionaux","Mtto de Referencia Cruzada Intra Regional","CALL PGM(NA0006) PARM('M' 'R' ' ')","2007-04-21","N","Y",""
